CH4,CO2,CO,Health Effect
1.9,35465,1405,"Headache, nausea, and dizziness after 20 minutes of exposure.
Death within 1-2 hours."
2,20504,1745,"Headache, nausea, and dizziness after 20 minutes of exposure.
Death within 1-2 hours."
2.1,41281,2330,"Headache, nausea, and dizziness after 20 minutes of exposure.
Death within 1-2 hours."
2,38897,1810,"Headache, nausea, and dizziness after 20 minutes of exposure.
Death within 1-2 hours."
2,7682,876,"Headache, nausea, and dizziness after 45 minutes; collapse and unconsciousness after 1 hour of exposure.
Death within 2-3 hours."
2,44127,2342,"Headache, nausea, and dizziness after 20 minutes of exposure.
Death within 1-2 hours."
2,41162,2066,"Headache, nausea, and dizziness after 20 minutes of exposure.
Death within 1-2 hours."
1.9,30846,2405,"Headache, nausea, and dizziness after 20 minutes of exposure.
Death within 1-2 hours."
1.9,3726,1027,Loss of consciousness after 1 hour of exposure.
1.9,20906,2639,"Headache, nausea, and dizziness after 20 minutes of exposure.
Death within 1-2 hours."
1.9,23051,1441,"Headache, nausea, and dizziness after 20 minutes of exposure.
Death within 1-2 hours."
1.9,32332,2000,"Headache, nausea, and dizziness after 20 minutes of exposure.
Death within 1-2 hours."
2,43728,2749,"Headache, nausea, and dizziness after 20 minutes of exposure.
Death within 1-2 hours."
2,3128,529,"Headache and nausea after 1-2 hours of exposure.
Life threatening in 3 hours."
1.9,26857,2754,"Headache, nausea, and dizziness after 20 minutes of exposure.
Death within 1-2 hours."
1.9,2873,1378,Loss of consciousness after 1 hour of exposure.
1.9,10921,2219,"Headache, nausea, and dizziness after 20 minutes of exposure.
Death within 1-2 hours."
1.9,34233,1992,"Headache, nausea, and dizziness after 20 minutes of exposure.
Death within 1-2 hours."
2,2572,389,"Headache and nausea after 1-2 hours of exposure.
Life threatening in 3 hours."
2,45420,2595,"Headache, nausea, and dizziness after 20 minutes of exposure.
Death within 1-2 hours."
2.1,3005,1079,Loss of consciousness after 1 hour of exposure.
2.1,14199,1675,"Headache, nausea, and dizziness after 20 minutes of exposure.
Death within 1-2 hours."
2.2,4860,1366,Loss of consciousness after 1 hour of exposure.
2.2,11892,1519,"Headache, nausea, and dizziness after 20 minutes of exposure.
Death within 1-2 hours."
2.3,5286,2350,"Headache, nausea, and dizziness after 20 minutes of exposure.
Death within 1-2 hours."
2.3,3657,582,"Headache and nausea after 1-2 hours of exposure.
Life threatening in 3 hours."
2.3,40254,2426,"Headache, nausea, and dizziness after 20 minutes of exposure.
Death within 1-2 hours."
2.2,25732,704,"Headache, nausea, and dizziness after 45 minutes; collapse and unconsciousness after 1 hour of exposure.
Death within 2-3 hours."
2.2,29742,1808,"Headache, nausea, and dizziness after 20 minutes of exposure.
Death within 1-2 hours."
2.3,11231,1437,"Headache, nausea, and dizziness after 20 minutes of exposure.
Death within 1-2 hours."
2.2,3881,555,"Headache and nausea after 1-2 hours of exposure.
Life threatening in 3 hours."
1.9,2483,397,"Headache and nausea after 1-2 hours of exposure.
Life threatening in 3 hours."
1.9,47214,2574,"Headache, nausea, and dizziness after 20 minutes of exposure.
Death within 1-2 hours."
1.9,2741,905,Loss of consciousness after 1 hour of exposure.
1.9,30956,1907,"Headache, nausea, and dizziness after 20 minutes of exposure.
Death within 1-2 hours."
1.9,2379,483,"Headache and nausea after 1-2 hours of exposure.
Life threatening in 3 hours."
1.9,3904,1316,Loss of consciousness after 1 hour of exposure.
2,2467,365,"Headache and nausea after 1-2 hours of exposure.
Life threatening in 3 hours."
2,2370,374,"Headache and nausea after 1-2 hours of exposure.
Life threatening in 3 hours."
2,31777,2664,"Headache, nausea, and dizziness after 20 minutes of exposure.
Death within 1-2 hours."
2,3515,979,Loss of consciousness after 1 hour of exposure.
2,22399,2555,"Headache, nausea, and dizziness after 20 minutes of exposure.
Death within 1-2 hours."
1.9,39353,2766,"Headache, nausea, and dizziness after 20 minutes of exposure.
Death within 1-2 hours."
1.9,12957,1797,"Headache, nausea, and dizziness after 20 minutes of exposure.
Death within 1-2 hours."
1.9,2609,1265,Loss of consciousness after 1 hour of exposure.
1.9,4090,1371,Loss of consciousness after 1 hour of exposure.
1.9,3712,498,"Headache and nausea after 1-2 hours of exposure.
Life threatening in 3 hours."
1.9,36399,2227,"Headache, nausea, and dizziness after 20 minutes of exposure.
Death within 1-2 hours."
1.9,3129,305,"Headache and nausea after 1-2 hours of exposure.
Life threatening in 3 hours."
1.9,19841,1870,"Headache, nausea, and dizziness after 20 minutes of exposure.
Death within 1-2 hours."
2,7677,2181,"Headache, nausea, and dizziness after 20 minutes of exposure.
Death within 1-2 hours."
1.9,22273,2344,"Headache, nausea, and dizziness after 20 minutes of exposure.
Death within 1-2 hours."
1.9,17831,2392,"Headache, nausea, and dizziness after 20 minutes of exposure.
Death within 1-2 hours."
2,13871,812,"Headache, nausea, and dizziness after 45 minutes; collapse and unconsciousness after 1 hour of exposure.
Death within 2-3 hours."
2,3294,646,"Headache and nausea after 1-2 hours of exposure.
Life threatening in 3 hours."
2,2069,631,"Headache and nausea after 1-2 hours of exposure.
Life threatening in 3 hours."
2,16194,2703,"Headache, nausea, and dizziness after 20 minutes of exposure.
Death within 1-2 hours."
2,11903,1613,"Headache, nausea, and dizziness after 20 minutes of exposure.
Death within 1-2 hours."
2,7999,2448,"Headache, nausea, and dizziness after 20 minutes of exposure.
Death within 1-2 hours."
2,2463,566,"Headache and nausea after 1-2 hours of exposure.
Life threatening in 3 hours."
2,1973,129,Slight headache after 1-2 hours.
2,13196,2641,"Headache, nausea, and dizziness after 20 minutes of exposure.
Death within 1-2 hours."
2,1121,124,Slight headache after 1-2 hours.
2,47959,2582,"Headache, nausea, and dizziness after 20 minutes of exposure.
Death within 1-2 hours."
2,14808,2938,"Headache, nausea, and dizziness after 5-10 minutes; collapse and unconsciousness after 30 minutes of exposure.
Death within 1 hour."
2,6908,1422,"Headache, nausea, and dizziness after 20 minutes of exposure.
Death within 1-2 hours."
2,2836,928,Loss of consciousness after 1 hour of exposure.
2,11289,1966,"Headache, nausea, and dizziness after 20 minutes of exposure.
Death within 1-2 hours."
2,4845,276,"Dizziness, naseau, fagitue, headache after 2-3 hours of exposure."
2,2175,505,"Headache and nausea after 1-2 hours of exposure.
Life threatening in 3 hours."
2,35079,2586,"Headache, nausea, and dizziness after 20 minutes of exposure.
Death within 1-2 hours."
2,3369,415,"Headache and nausea after 1-2 hours of exposure.
Life threatening in 3 hours."
2,22139,2022,"Headache, nausea, and dizziness after 20 minutes of exposure.
Death within 1-2 hours."
2,36817,2559,"Headache, nausea, and dizziness after 20 minutes of exposure.
Death within 1-2 hours."
2,3530,1276,Loss of consciousness after 1 hour of exposure.
2,3305,1107,Loss of consciousness after 1 hour of exposure.
2,2967,655,"Headache and nausea after 1-2 hours of exposure.
Life threatening in 3 hours."
2,40843,2858,"Headache, nausea, and dizziness after 5-10 minutes; collapse and unconsciousness after 30 minutes of exposure.
Death within 1 hour."
2,30046,2333,"Headache, nausea, and dizziness after 20 minutes of exposure.
Death within 1-2 hours."
2,14899,1737,"Headache, nausea, and dizziness after 20 minutes of exposure.
Death within 1-2 hours."
2,2826,681,"Headache and nausea after 1-2 hours of exposure.
Life threatening in 3 hours."
2,2794,1132,Loss of consciousness after 1 hour of exposure.
2,13563,2307,"Headache, nausea, and dizziness after 20 minutes of exposure.
Death within 1-2 hours."
2,562,37,Possible health effects with long-term exposure.
2,12325,1717,"Headache, nausea, and dizziness after 20 minutes of exposure.
Death within 1-2 hours."
2,4020,1268,Loss of consciousness after 1 hour of exposure.
2,8127,1592,"Headache, nausea, and dizziness after 20 minutes of exposure.
Death within 1-2 hours."
2,18574,1699,"Headache, nausea, and dizziness after 20 minutes of exposure.
Death within 1-2 hours."
2,42289,1612,"Headache, nausea, and dizziness after 20 minutes of exposure.
Death within 1-2 hours."
2,32805,2967,"Headache, nausea, and dizziness after 5-10 minutes; collapse and unconsciousness after 30 minutes of exposure.
Death within 1 hour."
2.1,12464,768,"Headache, nausea, and dizziness after 45 minutes; collapse and unconsciousness after 1 hour of exposure.
Death within 2-3 hours."
2.1,3820,403,"Headache and nausea after 1-2 hours of exposure.
Life threatening in 3 hours."
2.2,2771,289,"Dizziness, naseau, fagitue, headache after 2-3 hours of exposure."
2.1,3023,466,"Headache and nausea after 1-2 hours of exposure.
Life threatening in 3 hours."
2.1,7137,1407,"Headache, nausea, and dizziness after 20 minutes of exposure.
Death within 1-2 hours."
2,6453,2693,"Headache, nausea, and dizziness after 20 minutes of exposure.
Death within 1-2 hours."
2,2784,281,"Dizziness, naseau, fagitue, headache after 2-3 hours of exposure."
2.1,17602,848,"Headache, nausea, and dizziness after 45 minutes; collapse and unconsciousness after 1 hour of exposure.
Death within 2-3 hours."
2,45999,2366,"Headache, nausea, and dizziness after 20 minutes of exposure.
Death within 1-2 hours."
2,2784,500,"Headache and nausea after 1-2 hours of exposure.
Life threatening in 3 hours."
2.1,44441,2541,"Headache, nausea, and dizziness after 20 minutes of exposure.
Death within 1-2 hours."
2.1,2635,964,Loss of consciousness after 1 hour of exposure.
2.1,8098,1633,"Headache, nausea, and dizziness after 20 minutes of exposure.
Death within 1-2 hours."
2,21977,873,"Headache, nausea, and dizziness after 45 minutes; collapse and unconsciousness after 1 hour of exposure.
Death within 2-3 hours."
1.9,3317,243,"Dizziness, naseau, fagitue, headache after 2-3 hours of exposure."
2,26241,1630,"Headache, nausea, and dizziness after 20 minutes of exposure.
Death within 1-2 hours."
2,24346,703,"Headache, nausea, and dizziness after 45 minutes; collapse and unconsciousness after 1 hour of exposure.
Death within 2-3 hours."
2,3303,230,"Dizziness, naseau, fagitue, headache after 2-3 hours of exposure."
2,13088,2983,"Headache, nausea, and dizziness after 5-10 minutes; collapse and unconsciousness after 30 minutes of exposure.
Death within 1 hour."
2,43397,1986,"Headache, nausea, and dizziness after 20 minutes of exposure.
Death within 1-2 hours."
2,3172,338,"Headache and nausea after 1-2 hours of exposure.
Life threatening in 3 hours."
1.9,40894,2519,"Headache, nausea, and dizziness after 20 minutes of exposure.
Death within 1-2 hours."
1.9,1963,43,Possible health effects with long-term exposure.
1.9,26740,2729,"Headache, nausea, and dizziness after 20 minutes of exposure.
Death within 1-2 hours."
1.9,5170,1727,"Headache, nausea, and dizziness after 20 minutes of exposure.
Death within 1-2 hours."
1.9,3138,1036,Loss of consciousness after 1 hour of exposure.
1.9,29889,2962,"Headache, nausea, and dizziness after 5-10 minutes; collapse and unconsciousness after 30 minutes of exposure.
Death within 1 hour."
1.9,49915,2803,"Headache, nausea, and dizziness after 5-10 minutes; collapse and unconsciousness after 30 minutes of exposure.
Death within 1 hour."
2,43210,1558,"Headache, nausea, and dizziness after 20 minutes of exposure.
Death within 1-2 hours."
1.9,18209,838,"Headache, nausea, and dizziness after 45 minutes; collapse and unconsciousness after 1 hour of exposure.
Death within 2-3 hours."
1.9,12513,2451,"Headache, nausea, and dizziness after 20 minutes of exposure.
Death within 1-2 hours."
1.9,2053,104,Slight headache after 1-2 hours.
2,38170,1585,"Headache, nausea, and dizziness after 20 minutes of exposure.
Death within 1-2 hours."
2,2226,547,"Headache and nausea after 1-2 hours of exposure.
Life threatening in 3 hours."
2,24899,2040,"Headache, nausea, and dizziness after 20 minutes of exposure.
Death within 1-2 hours."
2,4193,1154,Loss of consciousness after 1 hour of exposure.
2,27009,2074,"Headache, nausea, and dizziness after 20 minutes of exposure.
Death within 1-2 hours."
2,43481,2521,"Headache, nausea, and dizziness after 20 minutes of exposure.
Death within 1-2 hours."
2,33799,2223,"Headache, nausea, and dizziness after 20 minutes of exposure.
Death within 1-2 hours."
1.9,4526,1248,Loss of consciousness after 1 hour of exposure.
1.9,3222,271,"Dizziness, naseau, fagitue, headache after 2-3 hours of exposure."
1.9,16778,1902,"Headache, nausea, and dizziness after 20 minutes of exposure.
Death within 1-2 hours."
1.9,16329,784,"Headache, nausea, and dizziness after 45 minutes; collapse and unconsciousness after 1 hour of exposure.
Death within 2-3 hours."
1.9,32906,2657,"Headache, nausea, and dizziness after 20 minutes of exposure.
Death within 1-2 hours."
1.9,23179,2566,"Headache, nausea, and dizziness after 20 minutes of exposure.
Death within 1-2 hours."
1.9,12328,2817,"Headache, nausea, and dizziness after 5-10 minutes; collapse and unconsciousness after 30 minutes of exposure.
Death within 1 hour."
1.9,2419,40,Possible health effects with long-term exposure.
1.9,23006,2205,"Headache, nausea, and dizziness after 20 minutes of exposure.
Death within 1-2 hours."
1.9,14614,1989,"Headache, nausea, and dizziness after 20 minutes of exposure.
Death within 1-2 hours."
1.9,4298,1231,Loss of consciousness after 1 hour of exposure.
1.9,4516,244,"Dizziness, naseau, fagitue, headache after 2-3 hours of exposure."
1.9,3268,360,"Headache and nausea after 1-2 hours of exposure.
Life threatening in 3 hours."
1.9,14248,1821,"Headache, nausea, and dizziness after 20 minutes of exposure.
Death within 1-2 hours."
1.9,3337,1146,Loss of consciousness after 1 hour of exposure.
1.9,35573,1611,"Headache, nausea, and dizziness after 20 minutes of exposure.
Death within 1-2 hours."
1.9,3699,249,"Dizziness, naseau, fagitue, headache after 2-3 hours of exposure."
1.9,4736,1278,Loss of consciousness after 1 hour of exposure.
1.9,37042,2341,"Headache, nausea, and dizziness after 20 minutes of exposure.
Death within 1-2 hours."
1.9,2511,459,"Headache and nausea after 1-2 hours of exposure.
Life threatening in 3 hours."
1.9,38688,2842,"Headache, nausea, and dizziness after 5-10 minutes; collapse and unconsciousness after 30 minutes of exposure.
Death within 1 hour."
1.9,2624,1310,Loss of consciousness after 1 hour of exposure.
1.9,5506,1833,"Headache, nausea, and dizziness after 20 minutes of exposure.
Death within 1-2 hours."
1.9,22799,1776,"Headache, nausea, and dizziness after 20 minutes of exposure.
Death within 1-2 hours."
1.9,8606,2800,"Headache, nausea, and dizziness after 20 minutes of exposure.
Death within 1-2 hours."
1.9,41761,1650,"Headache, nausea, and dizziness after 20 minutes of exposure.
Death within 1-2 hours."
1.9,14631,2708,"Headache, nausea, and dizziness after 20 minutes of exposure.
Death within 1-2 hours."
1.9,34787,2041,"Headache, nausea, and dizziness after 20 minutes of exposure.
Death within 1-2 hours."
1.9,3962,1096,Loss of consciousness after 1 hour of exposure.
1.9,3662,1221,Loss of consciousness after 1 hour of exposure.
1.9,11262,1551,"Headache, nausea, and dizziness after 20 minutes of exposure.
Death within 1-2 hours."
1.9,45033,2346,"Headache, nausea, and dizziness after 20 minutes of exposure.
Death within 1-2 hours."
1.9,37200,1463,"Headache, nausea, and dizziness after 20 minutes of exposure.
Death within 1-2 hours."
1.9,17779,1406,"Headache, nausea, and dizziness after 20 minutes of exposure.
Death within 1-2 hours."
1.9,8279,2550,"Headache, nausea, and dizziness after 20 minutes of exposure.
Death within 1-2 hours."
1.9,37993,735,"Headache, nausea, and dizziness after 45 minutes; collapse and unconsciousness after 1 hour of exposure.
Death within 2-3 hours."
1.9,16622,1704,"Headache, nausea, and dizziness after 20 minutes of exposure.
Death within 1-2 hours."
1.9,3620,505,"Headache and nausea after 1-2 hours of exposure.
Life threatening in 3 hours."
1.9,4331,1027,Loss of consciousness after 1 hour of exposure.
1.9,10473,2302,"Headache, nausea, and dizziness after 20 minutes of exposure.
Death within 1-2 hours."
1.9,9268,1628,"Headache, nausea, and dizziness after 20 minutes of exposure.
Death within 1-2 hours."
1.9,42349,2735,"Headache, nausea, and dizziness after 20 minutes of exposure.
Death within 1-2 hours."
1.9,4390,207,"Dizziness, naseau, fagitue, headache after 2-3 hours of exposure."
1.9,24316,2935,"Headache, nausea, and dizziness after 5-10 minutes; collapse and unconsciousness after 30 minutes of exposure.
Death within 1 hour."
1.9,3981,991,Loss of consciousness after 1 hour of exposure.
1.9,3050,977,Loss of consciousness after 1 hour of exposure.
1.9,5324,818,"Headache, nausea, and dizziness after 45 minutes; collapse and unconsciousness after 1 hour of exposure.
Death within 2-3 hours."
1.9,2821,167,"Dizziness, naseau, fagitue, headache after 2-3 hours of exposure."
1.9,31477,2311,"Headache, nausea, and dizziness after 20 minutes of exposure.
Death within 1-2 hours."
1.9,3615,359,"Headache and nausea after 1-2 hours of exposure.
Life threatening in 3 hours."
1.9,3526,1053,Loss of consciousness after 1 hour of exposure.
1.9,49544,2052,"Headache, nausea, and dizziness after 20 minutes of exposure.
Death within 1-2 hours."
1.9,22317,1565,"Headache, nausea, and dizziness after 20 minutes of exposure.
Death within 1-2 hours."
1.9,34633,807,"Headache, nausea, and dizziness after 45 minutes; collapse and unconsciousness after 1 hour of exposure.
Death within 2-3 hours."
1.9,3713,938,Loss of consciousness after 1 hour of exposure.
1.9,22590,1702,"Headache, nausea, and dizziness after 20 minutes of exposure.
Death within 1-2 hours."
1.9,20862,2677,"Headache, nausea, and dizziness after 20 minutes of exposure.
Death within 1-2 hours."
1.9,3492,698,"Headache and nausea after 1-2 hours of exposure.
Life threatening in 3 hours."
1.9,34284,1477,"Headache, nausea, and dizziness after 20 minutes of exposure.
Death within 1-2 hours."
1.9,25068,2307,"Headache, nausea, and dizziness after 20 minutes of exposure.
Death within 1-2 hours."
1.9,4602,220,"Dizziness, naseau, fagitue, headache after 2-3 hours of exposure."
1.9,11025,2523,"Headache, nausea, and dizziness after 20 minutes of exposure.
Death within 1-2 hours."
1.9,2069,561,"Headache and nausea after 1-2 hours of exposure.
Life threatening in 3 hours."
1.9,5724,2208,"Headache, nausea, and dizziness after 20 minutes of exposure.
Death within 1-2 hours."
1.9,48164,1667,"Headache, nausea, and dizziness after 20 minutes of exposure.
Death within 1-2 hours."
1.9,3140,1300,Loss of consciousness after 1 hour of exposure.
1.9,36997,1532,"Headache, nausea, and dizziness after 20 minutes of exposure.
Death within 1-2 hours."
1.9,1481,142,Slight headache after 1-2 hours.
1.9,12422,2709,"Headache, nausea, and dizziness after 20 minutes of exposure.
Death within 1-2 hours."
2,3291,1187,Loss of consciousness after 1 hour of exposure.
2,34162,2429,"Headache, nausea, and dizziness after 20 minutes of exposure.
Death within 1-2 hours."
2,8425,2370,"Headache, nausea, and dizziness after 20 minutes of exposure.
Death within 1-2 hours."
2,4424,1028,Loss of consciousness after 1 hour of exposure.
2,14419,1829,"Headache, nausea, and dizziness after 20 minutes of exposure.
Death within 1-2 hours."
2,2857,1229,Loss of consciousness after 1 hour of exposure.
2,19841,1664,"Headache, nausea, and dizziness after 20 minutes of exposure.
Death within 1-2 hours."
2,3638,429,"Headache and nausea after 1-2 hours of exposure.
Life threatening in 3 hours."
2,3974,346,"Headache and nausea after 1-2 hours of exposure.
Life threatening in 3 hours."
2,2704,680,"Headache and nausea after 1-2 hours of exposure.
Life threatening in 3 hours."
2,4198,186,"Dizziness, naseau, fagitue, headache after 2-3 hours of exposure."
2,3519,490,"Headache and nausea after 1-2 hours of exposure.
Life threatening in 3 hours."
2.1,17409,1994,"Headache, nausea, and dizziness after 20 minutes of exposure.
Death within 1-2 hours."
2.1,2985,297,"Dizziness, naseau, fagitue, headache after 2-3 hours of exposure."
2.1,4734,197,"Dizziness, naseau, fagitue, headache after 2-3 hours of exposure."
2,2908,172,"Dizziness, naseau, fagitue, headache after 2-3 hours of exposure."
2,46897,2540,"Headache, nausea, and dizziness after 20 minutes of exposure.
Death within 1-2 hours."
2,36800,2822,"Headache, nausea, and dizziness after 5-10 minutes; collapse and unconsciousness after 30 minutes of exposure.
Death within 1 hour."
2,14559,2479,"Headache, nausea, and dizziness after 20 minutes of exposure.
Death within 1-2 hours."
2,29493,1968,"Headache, nausea, and dizziness after 20 minutes of exposure.
Death within 1-2 hours."
2,35326,1636,"Headache, nausea, and dizziness after 20 minutes of exposure.
Death within 1-2 hours."
2,24441,2605,"Headache, nausea, and dizziness after 20 minutes of exposure.
Death within 1-2 hours."
2,3942,1285,Loss of consciousness after 1 hour of exposure.
2,620,122,Slight headache after 1-2 hours.
2,10177,1566,"Headache, nausea, and dizziness after 20 minutes of exposure.
Death within 1-2 hours."
1.9,2401,52,Possible health effects with long-term exposure.
1.9,3545,1367,Loss of consciousness after 1 hour of exposure.
2,25338,2044,"Headache, nausea, and dizziness after 20 minutes of exposure.
Death within 1-2 hours."
2,3968,455,"Headache and nausea after 1-2 hours of exposure.
Life threatening in 3 hours."
2,15010,1831,"Headache, nausea, and dizziness after 20 minutes of exposure.
Death within 1-2 hours."
2,28084,2910,"Headache, nausea, and dizziness after 5-10 minutes; collapse and unconsciousness after 30 minutes of exposure.
Death within 1 hour."
2,17314,2958,"Headache, nausea, and dizziness after 5-10 minutes; collapse and unconsciousness after 30 minutes of exposure.
Death within 1 hour."
2,27396,1902,"Headache, nausea, and dizziness after 20 minutes of exposure.
Death within 1-2 hours."
2,44002,2532,"Headache, nausea, and dizziness after 20 minutes of exposure.
Death within 1-2 hours."
2,3594,1313,Loss of consciousness after 1 hour of exposure.
2,26938,2007,"Headache, nausea, and dizziness after 20 minutes of exposure.
Death within 1-2 hours."
2,2872,1371,Loss of consciousness after 1 hour of exposure.
2,4476,1394,Loss of consciousness after 1 hour of exposure.
2,3508,1033,Loss of consciousness after 1 hour of exposure.
2,3951,1256,Loss of consciousness after 1 hour of exposure.
2,2113,695,"Headache and nausea after 1-2 hours of exposure.
Life threatening in 3 hours."
2.1,3053,632,"Headache and nausea after 1-2 hours of exposure.
Life threatening in 3 hours."
2.1,13388,774,"Headache, nausea, and dizziness after 45 minutes; collapse and unconsciousness after 1 hour of exposure.
Death within 2-3 hours."
2.1,3198,406,"Headache and nausea after 1-2 hours of exposure.
Life threatening in 3 hours."
2,2239,307,"Headache and nausea after 1-2 hours of exposure.
Life threatening in 3 hours."
2,4471,1047,Loss of consciousness after 1 hour of exposure.
1.9,19239,1959,"Headache, nausea, and dizziness after 20 minutes of exposure.
Death within 1-2 hours."
1.9,3237,1346,Loss of consciousness after 1 hour of exposure.
1.9,11440,2179,"Headache, nausea, and dizziness after 20 minutes of exposure.
Death within 1-2 hours."
1.9,10858,1419,"Headache, nausea, and dizziness after 20 minutes of exposure.
Death within 1-2 hours."
1.9,39424,2403,"Headache, nausea, and dizziness after 20 minutes of exposure.
Death within 1-2 hours."
1.9,13711,2529,"Headache, nausea, and dizziness after 20 minutes of exposure.
Death within 1-2 hours."
1.9,2529,338,"Headache and nausea after 1-2 hours of exposure.
Life threatening in 3 hours."
2,3704,211,"Dizziness, naseau, fagitue, headache after 2-3 hours of exposure."
2,3828,1271,Loss of consciousness after 1 hour of exposure.
2,27109,2966,"Headache, nausea, and dizziness after 5-10 minutes; collapse and unconsciousness after 30 minutes of exposure.
Death within 1 hour."
2,13370,2830,"Headache, nausea, and dizziness after 5-10 minutes; collapse and unconsciousness after 30 minutes of exposure.
Death within 1 hour."
2,27217,1466,"Headache, nausea, and dizziness after 20 minutes of exposure.
Death within 1-2 hours."
2,39469,1526,"Headache, nausea, and dizziness after 20 minutes of exposure.
Death within 1-2 hours."
2,2194,38,Possible health effects with long-term exposure.
2,2795,476,"Headache and nausea after 1-2 hours of exposure.
Life threatening in 3 hours."
2,43623,2121,"Headache, nausea, and dizziness after 20 minutes of exposure.
Death within 1-2 hours."
2,14124,775,"Headache, nausea, and dizziness after 45 minutes; collapse and unconsciousness after 1 hour of exposure.
Death within 2-3 hours."
2.1,37427,2096,"Headache, nausea, and dizziness after 20 minutes of exposure.
Death within 1-2 hours."
2.1,2688,235,"Dizziness, naseau, fagitue, headache after 2-3 hours of exposure."
2.1,3039,508,"Headache and nausea after 1-2 hours of exposure.
Life threatening in 3 hours."
2.1,4902,1143,Loss of consciousness after 1 hour of exposure.
2.1,4567,1010,Loss of consciousness after 1 hour of exposure.
2,4674,1144,Loss of consciousness after 1 hour of exposure.
2,31870,2320,"Headache, nausea, and dizziness after 20 minutes of exposure.
Death within 1-2 hours."
2,4622,933,Loss of consciousness after 1 hour of exposure.
2,45835,1661,"Headache, nausea, and dizziness after 20 minutes of exposure.
Death within 1-2 hours."
1.9,3564,487,"Headache and nausea after 1-2 hours of exposure.
Life threatening in 3 hours."
2,35279,1581,"Headache, nausea, and dizziness after 20 minutes of exposure.
Death within 1-2 hours."
2,27860,1799,"Headache, nausea, and dizziness after 20 minutes of exposure.
Death within 1-2 hours."
2,24957,1708,"Headache, nausea, and dizziness after 20 minutes of exposure.
Death within 1-2 hours."
2,7740,2084,"Headache, nausea, and dizziness after 20 minutes of exposure.
Death within 1-2 hours."
2,16965,2170,"Headache, nausea, and dizziness after 20 minutes of exposure.
Death within 1-2 hours."
2,3189,1289,Loss of consciousness after 1 hour of exposure.
2.1,18948,1774,"Headache, nausea, and dizziness after 20 minutes of exposure.
Death within 1-2 hours."
2.1,37051,1610,"Headache, nausea, and dizziness after 20 minutes of exposure.
Death within 1-2 hours."
2.2,14331,1947,"Headache, nausea, and dizziness after 20 minutes of exposure.
Death within 1-2 hours."
2.3,28845,1957,"Headache, nausea, and dizziness after 20 minutes of exposure.
Death within 1-2 hours."
2.4,4923,1110,Loss of consciousness after 1 hour of exposure.
2.6,16142,2737,"Headache, nausea, and dizziness after 20 minutes of exposure.
Death within 1-2 hours."
2.4,34542,2757,"Headache, nausea, and dizziness after 20 minutes of exposure.
Death within 1-2 hours."
2.2,25485,2879,"Headache, nausea, and dizziness after 5-10 minutes; collapse and unconsciousness after 30 minutes of exposure.
Death within 1 hour."
2.2,12451,2243,"Headache, nausea, and dizziness after 20 minutes of exposure.
Death within 1-2 hours."
2.2,9747,1554,"Headache, nausea, and dizziness after 20 minutes of exposure.
Death within 1-2 hours."
2.2,5434,2611,"Headache, nausea, and dizziness after 20 minutes of exposure.
Death within 1-2 hours."
2.2,49311,2479,"Headache, nausea, and dizziness after 20 minutes of exposure.
Death within 1-2 hours."
2.2,4017,184,"Dizziness, naseau, fagitue, headache after 2-3 hours of exposure."
2.2,37288,2582,"Headache, nausea, and dizziness after 20 minutes of exposure.
Death within 1-2 hours."
2.3,4496,1383,Loss of consciousness after 1 hour of exposure.
2.1,39570,2459,"Headache, nausea, and dizziness after 20 minutes of exposure.
Death within 1-2 hours."
2.2,28896,2699,"Headache, nausea, and dizziness after 20 minutes of exposure.
Death within 1-2 hours."
2.1,3210,512,"Headache and nausea after 1-2 hours of exposure.
Life threatening in 3 hours."
2,2168,428,"Headache and nausea after 1-2 hours of exposure.
Life threatening in 3 hours."
2,3853,437,"Headache and nausea after 1-2 hours of exposure.
Life threatening in 3 hours."
2,26999,1601,"Headache, nausea, and dizziness after 20 minutes of exposure.
Death within 1-2 hours."
2,3423,1153,Loss of consciousness after 1 hour of exposure.
2.2,3275,495,"Headache and nausea after 1-2 hours of exposure.
Life threatening in 3 hours."
2.7,4499,210,"Dizziness, naseau, fagitue, headache after 2-3 hours of exposure."
3.2,24233,1703,"Headache, nausea, and dizziness after 20 minutes of exposure.
Death within 1-2 hours."
2.4,24770,1475,"Headache, nausea, and dizziness after 20 minutes of exposure.
Death within 1-2 hours."
2.5,2561,653,"Headache and nausea after 1-2 hours of exposure.
Life threatening in 3 hours."
2.4,23867,2033,"Headache, nausea, and dizziness after 20 minutes of exposure.
Death within 1-2 hours."
2.4,13373,2318,"Headache, nausea, and dizziness after 20 minutes of exposure.
Death within 1-2 hours."
2.8,28280,1745,"Headache, nausea, and dizziness after 20 minutes of exposure.
Death within 1-2 hours."
2.7,3588,649,"Headache and nausea after 1-2 hours of exposure.
Life threatening in 3 hours."
2.8,2821,1114,Loss of consciousness after 1 hour of exposure.
2.8,17709,2111,"Headache, nausea, and dizziness after 20 minutes of exposure.
Death within 1-2 hours."
3.3,4995,1002,Loss of consciousness after 1 hour of exposure.
4.3,4490,971,Loss of consciousness after 1 hour of exposure.
9,3603,1362,Loss of consciousness after 1 hour of exposure.
5.3,28171,2517,"Headache, nausea, and dizziness after 20 minutes of exposure.
Death within 1-2 hours."
3,14076,1650,"Headache, nausea, and dizziness after 20 minutes of exposure.
Death within 1-2 hours."
